priority,plane,weight,lastWeaponChargeDecisionTick,isChargingSameWeapon,lastWeaponChargeTime,wasChargingWeapon,chargeTicks,chargeTime,isWeaponChargeComplete,priority,plane,weight,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,42,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,42,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,42,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,51,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,51,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,51,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,60,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,60,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,60,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,69,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,69,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,69,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,78,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,78,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,78,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,117,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,117,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,117,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,148,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,148,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,148,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,157,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,157,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,157,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,-1,False,-1,False,0,0,False,None,Base,100,
None,Base,100,166,True,0.1,True,1,0.0333333350718021,False,None,Base,100,
None,Base,100,166,True,0.1,True,2,0.0666666701436043,False,None,Base,100,
FireWeapon,Base,100,166,True,0.1,True,3,0.100000005215406,True,FireWeapon,Base,100,

